build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q8_0","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T00:50:44Z","105276548107","1846523934","4.662019","5.048398"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q8_0","q8_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T00:59:36Z","93147122","1947726","5498.552988","111.917515"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q8_0","q8_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T00:59:36Z","910094165","5642876","140.649079","0.865403"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q8_0","q4_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T00:59:48Z","5277468737","53110412","97.024167","0.988699"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q8_0","q4_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T01:00:19Z","87018627092","392280171","5.876951","5.331968"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q4_0","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T01:07:38Z","1758881518","209500921","294.528692","36.132712"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q4_0","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T01:07:49Z","140815749510","4223886416","3.078522","4.359413"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q4_0","q8_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T01:19:33Z","3401214346","1146444820","163.869467","49.529355"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q4_0","q8_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T01:19:52Z","235922271856","1411729333","0.977874","1.032509"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q4_0","q4_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T01:39:35Z","93545261","2449068","5476.233716","140.759896"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","q4_0","q4_0","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T01:39:36Z","950866686","3613320","134.615581","0.509088"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","128","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-05-08T01:39:47Z","267424439","1339238","3829.195860","19.190947"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","256","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-05-08T01:39:49Z","236175547","882928","4335.806327","16.183452"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","512","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-05-08T01:39:50Z","211409909","1587719","4843.888954","36.315595"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","1024","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-05-08T01:39:52Z","210319188","903027","4868.861786","20.851038"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","1024","0","0","2026-05-08T01:39:53Z","207198430","622381","4942.158029","14.830802"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T01:39:55Z","98977856","2490253","5175.434538","127.216104"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T01:39:56Z","878637694","3544264","145.681965","0.587498"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-08T01:40:01Z","90431520","1364031","5662.753755","83.786732"
"d05fe1d","1","AMD EPYC 7K62 48-Core Processor","NVIDIA GeForce RTX 3090","CUDA","/root/models/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf","qwen2 7B Q4_K - Medium","4677120000","7615616512","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-08T01:40:01Z","846050666","1966834","151.291829","0.351595"
