hw,model,params_b,precision_label,attention,kernel,backend,prefill_s_obs,decode_tps_obs,_n_batch,_n_depth,_n_prompt,_n_threads,alpha_prefill,beta_decode,t_per_token_s,weights_gb
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.8bit,Eager,No Kernel,pytorch,0.087,11.702,,,,,0.14124137931034483,0.05853300706816,0.08545547769612032,3.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.8bit,FAv2,No Kernel,pytorch,0.084,11.952,,,,,0.1462857142857143,0.059783498588160004,0.08366800535475234,3.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.4bit,FAv2,No Kernel,pytorch,0.19,20.034,,,,,0.06467368421052631,0.05012438844672,0.0499151442547669,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.4bit,Eager,No Kernel,pytorch,0.179,20.358,,,,,0.06864804469273743,0.050935025456640005,0.04912073877591119,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,FAv2,No Kernel,pytorch,0.057,25.728,,,,,0.21557894736842106,0.25733058330624003,0.038868159203980096,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,FAv2,No Kernel,pytorch,0.057,25.777,,,,,0.21557894736842106,0.25782067964416,0.03879427396516274,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.074,25.822,,,,,0.16605405405405405,0.06460576811776,0.03872666718302223,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.067,26.175,,,,,0.18340298507462685,0.065488962144,0.038204393505253106,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,Eager,No Kernel,pytorch,0.127,28.46,,,,,0.09675590551181103,0.2846559546368,0.035137034434293744,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,Eager,No Kernel,pytorch,0.049,29.099,,,,,0.2507755102040816,0.29104721096192,0.034365442111412764,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.07,29.751,,,,,0.1755428571428571,0.07443599284608,0.033612315552418406,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,Eager,No Kernel,pytorch,0.05,29.84,,,,,0.24576,0.2984586678272,0.03351206434316354,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.077,30.567,,,,,0.15958441558441558,0.07647759716736,0.03271501946543658,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.067,31.81,,,,,0.18340298507462685,0.07958754100479999,0.03143665513989312,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.073,31.925,,,,,0.16832876712328768,0.079875267104,0.031323414252153486,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,Eager,No Kernel,pytorch,0.687,32.156,,,,,0.01788646288209607,0.08045322126848,0.031098395322801346,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.073,32.422,,,,,0.16832876712328768,0.08111874424576,0.030843254580223307,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.695,32.565,,,,,0.017680575539568345,0.08147652539519999,0.030707815138952866,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.067,32.813,,,,,0.18340298507462685,0.08209701298304001,0.030475726084173954,1.5
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,2.623,0.405,,,,,0.049970263057567674,0.0108042467328,2.4691358024691357,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,2.62,0.405,,,,,0.050027480916030535,0.0108042467328,2.4691358024691357,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,2.613,0.406,,,,,0.05016150019135094,0.010830923885226667,2.463054187192118,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,1.487,0.754,,,,,0.08814525891055817,0.020114572929706667,1.3262599469496021,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,1.486,0.754,,,,,0.08820457604306864,0.020114572929706667,1.3262599469496021,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,1.477,0.768,,,,,0.08874204468517265,0.02048805306368,1.3020833333333333,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,1.476,0.769,,,,,0.08880216802168021,0.02051473021610667,1.3003901170351104,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,1.467,0.769,,,,,0.08934696659850035,0.02051473021610667,1.3003901170351104,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,1.467,0.769,,,,,0.08934696659850035,0.02051473021610667,1.3003901170351104,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,BnB.4bit,FAv2,No Kernel,pytorch,1.411,6.878,,,,,0.0928929836995039,0.18348545439061337,0.14539110206455363,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,BnB.4bit,Eager,No Kernel,pytorch,1.398,7.113,,,,,0.09375679542203147,0.18975458521088,0.14058765640376775,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,BnB.4bit,SDPA,No Kernel,pytorch,1.389,7.582,,,,,0.09436429085673147,0.20226616969898667,0.13189132155104194,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,BnB.4bit,FAv2,No Kernel,pytorch,1.4,7.634,,,,,0.09362285714285715,0.20365338162517332,0.13099292638197538,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,BnB.4bit,Eager,No Kernel,pytorch,1.384,8.806,,,,,0.09470520231213873,0.23491900426922663,0.11355893708834887,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,BnB.4bit,SDPA,No Kernel,pytorch,1.375,9.308,,,,,0.09532509090909091,0.24831093478741334,0.10743446497636441,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,FAv2,No Kernel,pytorch,5.681,12.214,,,,,0.023071994367188875,0.3258347397393067,0.08187326019322089,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.511,12.303,,,,,0.2565009784735812,0.32820900630528,0.08128098837681866,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.482,12.35,,,,,0.27193360995850624,0.32946283246933333,0.08097165991902834,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.481,12.387,,,,,0.2724989604989605,0.33044988710912,0.08072979736820861,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.492,12.947,,,,,0.26640650406504063,0.3453890924680533,0.0772379701861435,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.501,15.309,,,,,0.26162075848303395,0.40840052649984,0.06532105297537397,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,Eager,No Kernel,pytorch,0.481,15.762,,,,,0.2724989604989605,0.42048527654912,0.0634437254155564,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,Eager,No Kernel,pytorch,5.668,15.981,,,,,0.023124911785462245,0.42632757293055995,0.06257430698955009,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.471,16.544,,,,,0.2782845010615711,0.4413468097467733,0.060444874274661504,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.471,16.56,,,,,0.2782845010615711,0.4417736441856,0.060386473429951695,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.492,17.112,,,,,0.26640650406504063,0.45649943232511997,0.0584385226741468,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.472,17.568,,,,,0.2776949152542373,0.46866421383168,0.05692167577413479,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,0.463,18.2,,,,,0.2830928725701944,0.48552417416533333,0.054945054945054944,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,AWQ.4bit,SDPA,No Kernel,pytorch,5.663,18.259,,,,,0.02314532933074342,0.4870981261585067,0.05476751191193384,16.0
1xA10,Qwen/Qwen1.5-32B,32.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,0.462,18.358,,,,,0.2837056277056277,0.4897391642487467,0.05447216472382612,16.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.8bit,Eager,No Kernel,pytorch,0.087,11.702,,,,,0.14124137931034483,0.05853300706816,0.08545547769612032,3.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.8bit,FAv2,No Kernel,pytorch,0.084,11.952,,,,,0.1462857142857143,0.059783498588160004,0.08366800535475234,3.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.4bit,FAv2,No Kernel,pytorch,0.19,20.034,,,,,0.06467368421052631,0.05012438844672,0.0499151442547669,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,BnB.4bit,Eager,No Kernel,pytorch,0.179,20.358,,,,,0.06864804469273743,0.050935025456640005,0.04912073877591119,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,FAv2,No Kernel,pytorch,0.057,25.728,,,,,0.21557894736842106,0.25733058330624003,0.038868159203980096,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,FAv2,No Kernel,pytorch,0.057,25.777,,,,,0.21557894736842106,0.25782067964416,0.03879427396516274,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.074,25.822,,,,,0.16605405405405405,0.06460576811776,0.03872666718302223,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.067,26.175,,,,,0.18340298507462685,0.065488962144,0.038204393505253106,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,Eager,No Kernel,pytorch,0.127,28.46,,,,,0.09675590551181103,0.2846559546368,0.035137034434293744,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,Eager,No Kernel,pytorch,0.049,29.099,,,,,0.2507755102040816,0.29104721096192,0.034365442111412764,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.07,29.751,,,,,0.1755428571428571,0.07443599284608,0.033612315552418406,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,Unquantized,Eager,No Kernel,pytorch,0.05,29.84,,,,,0.24576,0.2984586678272,0.03351206434316354,6.0
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.077,30.567,,,,,0.15958441558441558,0.07647759716736,0.03271501946543658,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.067,31.81,,,,,0.18340298507462685,0.07958754100479999,0.03143665513989312,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.073,31.925,,,,,0.16832876712328768,0.079875267104,0.031323414252153486,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,Eager,No Kernel,pytorch,0.687,32.156,,,,,0.01788646288209607,0.08045322126848,0.031098395322801346,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.073,32.422,,,,,0.16832876712328768,0.08111874424576,0.030843254580223307,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.695,32.565,,,,,0.017680575539568345,0.08147652539519999,0.030707815138952866,1.5
1xA10,microsoft/Phi-3-mini-4k-instruct,3.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.067,32.813,,,,,0.18340298507462685,0.08209701298304001,0.030475726084173954,1.5
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.8bit,Eager,No Kernel,pytorch,0.121,8.404,,,,,0.2708099173553719,0.11211208155136,0.11899095668729176,8.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.8bit,SDPA,No Kernel,pytorch,0.115,8.669,,,,,0.2849391304347826,0.11564726736896,0.11535355865728457,8.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.8bit,FAv2,No Kernel,pytorch,0.115,8.729,,,,,0.2849391304347826,0.11644768679935999,0.11456065986940085,8.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.4bit,FAv2,No Kernel,pytorch,0.34,17.833,,,,,0.0963764705882353,0.11901132837205332,0.056075814501205634,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.4bit,Eager,No Kernel,pytorch,0.339,17.913,,,,,0.09666076696165192,0.11954522094592,0.05582537821693742,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.4bit,SDPA,No Kernel,pytorch,0.335,18.182,,,,,0.09781492537313433,0.12134043472554666,0.054999450005499946,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,Unquantized,FAv2,No Kernel,pytorch,0.084,22.927,,,,,0.3900952380952381,0.6115469380130133,0.043616696471409255,16.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,Unquantized,FAv2,No Kernel,pytorch,0.084,22.956,,,,,0.3900952380952381,0.61232047407104,0.04356159609688099,16.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.108,24.869,,,,,0.3034074074074074,0.16596718024362667,0.0402107040894286,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,0.105,25.672,,,,,0.31207619047619045,0.17132612695381336,0.0389529448426301,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,Unquantized,Eager,No Kernel,pytorch,0.086,25.862,,,,,0.38102325581395347,0.6898341218167466,0.038666769778052744,16.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.107,25.917,,,,,0.3062429906542056,0.17296117296128,0.03858471273681367,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,Unquantized,Eager,No Kernel,pytorch,0.085,25.94,,,,,0.3855058823529412,0.6919146670762667,0.03855050115651503,16.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,Unquantized,SDPA,No Kernel,pytorch,0.081,26.176,,,,,0.4045432098765432,0.6982096501691734,0.038202933985330076,16.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,Unquantized,SDPA,No Kernel,pytorch,0.081,26.176,,,,,0.4045432098765432,0.6982096501691734,0.038202933985330076,16.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.111,31.27,,,,,0.2952072072072072,0.20868525981013333,0.03197953309881676,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,Eager,No Kernel,pytorch,1.325,31.999,,,,,0.024730566037735848,0.21355035588949334,0.03125097659301853,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.116,32.486,,,,,0.28248275862068967,0.21680042693290666,0.03078249091916518,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,Eager,No Kernel,pytorch,0.119,32.715,,,,,0.27536134453781513,0.21832869442560002,0.030567018187375818,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.11,32.905,,,,,0.2978909090909091,0.21959668928853335,0.030390518158334597,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.116,33.866,,,,,0.28248275862068967,0.22601007383210667,0.02952814031772279,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.108,33.951,,,,,0.3034074074074074,0.22657733469184002,0.02945421342523048,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.118,34.144,,,,,0.2776949152542373,0.22786535052629334,0.02928772258669166,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,FAv2,No Kernel,pytorch,1.324,35.037,,,,,0.024749244712990937,0.23382492638208,0.028541256386106117,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.115,35.3,,,,,0.2849391304347826,0.23558009821866666,0.028328611898017,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.115,35.417,,,,,0.2849391304347826,0.23636091610794666,0.02823502837620352,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,0.113,36.523,,,,,0.28998230088495575,0.24374198094165336,0.027380007118801848,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,0.113,36.56,,,,,0.28998230088495575,0.24398890625706668,0.02735229759299781,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.116,36.603,,,,,0.28248275862068967,0.24427587351552002,0.027320165013796683,4.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,AWQ.4bit,SDPA,No Kernel,pytorch,1.322,37.078,,,,,0.024786686838124055,0.24744586067285335,0.02697017099088408,4.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,2.805,0.378,,,,,0.04964848484848485,0.01071396361728,2.6455026455026456,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,2.792,0.379,,,,,0.04987965616045845,0.010742307436373335,2.638522427440633,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,2.791,0.379,,,,,0.049897527767825155,0.010742307436373335,2.638522427440633,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,1.579,0.714,,,,,0.08819759341355288,0.020237486832639998,1.400560224089636,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,1.578,0.714,,,,,0.08825348542458808,0.020237486832639998,1.400560224089636,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,1.566,0.715,,,,,0.08892975734355045,0.020265830651733333,1.3986013986013988,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,1.566,0.715,,,,,0.08892975734355045,0.020265830651733333,1.3986013986013988,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,1.564,0.716,,,,,0.08904347826086957,0.020294174470826667,1.3966480446927374,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,1.564,0.716,,,,,0.08904347826086957,0.020294174470826667,1.3966480446927374,17.0
1xA10,01-ai/Yi-34B,34.0,BnB.4bit,Eager,No Kernel,pytorch,1.529,7.727,,,,,0.0910817527795945,0.2190126901341867,0.12941633234114144,17.0
1xA10,01-ai/Yi-34B,34.0,BnB.4bit,SDPA,No Kernel,pytorch,1.509,7.835,,,,,0.09228893306825713,0.22207382259626668,0.1276324186343331,17.0
1xA10,01-ai/Yi-34B,34.0,BnB.4bit,FAv2,No Kernel,pytorch,1.507,8.024,,,,,0.09241141340411413,0.22743080440490665,0.12462612163509473,17.0
1xA10,01-ai/Yi-34B,34.0,BnB.4bit,FAv2,No Kernel,pytorch,1.507,9.216,,,,,0.09241141340411413,0.26121663676415996,0.10850694444444445,17.0
1xA10,01-ai/Yi-34B,34.0,BnB.4bit,Eager,No Kernel,pytorch,1.516,10.342,,,,,0.09186279683377309,0.2931317770632534,0.09669309611293753,17.0
1xA10,01-ai/Yi-34B,34.0,BnB.4bit,SDPA,No Kernel,pytorch,1.498,10.715,,,,,0.09296662216288384,0.30370402158506665,0.09332711152589827,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.485,13.527,,,,,0.2871422680412371,0.38340684087551996,0.07392622163081246,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.476,14.158,,,,,0.2925714285714286,0.4012917907234133,0.07063144511936714,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,0.472,15.235,,,,,0.2950508474576271,0.43181808388693327,0.06563833278634723,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,No Kernel,pytorch,6.324,16.574,,,,,0.022021505376344085,0.46977045765290676,0.06033546518643658,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.523,16.574,,,,,0.2662791586998088,0.46977045765290676,0.06033546518643658,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,No Kernel,pytorch,6.323,16.639,,,,,0.022024988138541833,0.47161280589397336,0.06009976561091412,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.509,16.712,,,,,0.2736031434184676,0.4736819046877867,0.059837242699856394,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.523,16.738,,,,,0.2662791586998088,0.47441884398421336,0.0597442944198829,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.509,16.768,,,,,0.2736031434184676,0.4752691585570134,0.05963740458015267,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.52,17.772,,,,,0.2678153846153846,0.50372635292672,0.05626828719333784,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.52,17.867,,,,,0.2678153846153846,0.5064190157405867,0.05596910505401018,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.533,18.018,,,,,0.26128330206378986,0.51069893242368,0.0555000555000555,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,No Kernel,pytorch,6.33,18.122,,,,,0.022000631911532384,0.5136466896093866,0.055181547290586025,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.533,18.129,,,,,0.26128330206378986,0.51384509634304,0.05516024049864857,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,No Kernel,pytorch,0.531,18.354,,,,,0.2622674199623352,0.52022245563904,0.054484036177400025,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.519,18.559,,,,,0.26833140655105975,0.5260329385531733,0.05388221348132981,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,No Kernel,pytorch,6.331,18.714,,,,,0.021997156847259516,0.53042623051264,0.05343593031954687,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.519,18.792,,,,,0.26833140655105975,0.53263704840192,0.053214133673903784,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,0.507,19.003,,,,,0.27468244575936884,0.5386175942306134,0.05262327000999842,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,No Kernel,pytorch,6.32,19.015,,,,,0.022035443037974684,0.5389577200597334,0.052590060478569546,17.0
1xA10,01-ai/Yi-34B,34.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,0.507,19.017,,,,,0.27468244575936884,0.53901440769792,0.05258452963138245,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,No Kernel,pytorch,6.318,19.024,,,,,0.022042418486862933,0.5392128144315733,0.052565180824222034,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,Eager,No Kernel,pytorch,0.531,19.208,,,,,0.2622674199623352,0.5444280771447467,0.05206164098292378,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.52,19.477,,,,,0.2678153846153846,0.5520525644808534,0.05134260923140114,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.52,19.494,,,,,0.2678153846153846,0.5525344094054401,0.051297835231353235,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.517,20.661,,,,,0.26936943907156674,0.5856116462873601,0.048400367842795604,17.0
1xA10,01-ai/Yi-34B,34.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.517,20.757,,,,,0.26936943907156674,0.5883326529203201,0.04817651876475405,17.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.8bit,Eager,No Kernel,pytorch,0.121,8.404,,,,,0.2708099173553719,0.11211208155136,0.11899095668729176,8.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.8bit,SDPA,No Kernel,pytorch,0.115,8.669,,,,,0.2849391304347826,0.11564726736896,0.11535355865728457,8.0
1xA10,meta-llama/Meta-Llama-3-8B-Instruct,8.0,BnB.8bit,FAv2,No Kernel,pytorch,0.115,8.729,,,,,0.2849391304347826,0.11644768679935999,0.11456065986940085,8.0
