hw,model,params_b,precision_label,attention,kernel,backend,prefill_s_obs,decode_tps_obs,_n_batch,_n_depth,_n_prompt,_n_threads,alpha_prefill,beta_decode,t_per_token_s,weights_gb
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.297,3.857,,,,,0.08274747474747475,0.01929258317056,0.25926886180969666,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.297,3.86,,,,,0.08274747474747475,0.019307589068799997,0.2590673575129534,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.29,3.997,,,,,0.0847448275862069,0.019992858421759997,0.25018764073054794,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.29,3.997,,,,,0.0847448275862069,0.019992858421759997,0.25018764073054794,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.8bit,FAv2,No Kernel,pytorch,0.102,9.747,,,,,0.24094117647058824,0.09748916338176,0.10259567046270647,6.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.8bit,FAv2,No Kernel,pytorch,0.101,9.834,,,,,0.24332673267326732,0.09835933443072,0.10168802115110841,6.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.8bit,Eager,No Kernel,pytorch,0.097,10.451,,,,,0.25336082474226806,0.10453054750208,0.09568462348100659,6.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.8bit,Eager,No Kernel,pytorch,0.095,10.714,,,,,0.25869473684210526,0.10716106458112,0.09333582228859436,6.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.4bit,FAv2,No Kernel,pytorch,0.291,14.355,,,,,0.08445360824742268,0.0718032230784,0.06966213862765587,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.4bit,Eager,No Kernel,pytorch,0.284,16.694,,,,,0.08653521126760563,0.08350282173951999,0.05990176111177669,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.4bit,FAv2,No Kernel,pytorch,0.288,17.336,,,,,0.08533333333333333,0.08671408396288,0.05768343331795109,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,BnB.4bit,Eager,No Kernel,pytorch,0.281,20.203,,,,,0.08745907473309608,0.10105472071424,0.04949759936643073,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.103,20.953,,,,,0.23860194174757282,0.10480619527424,0.04772586264496731,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.092,22.367,,,,,0.2671304347826087,0.44738397531136004,0.044708722671793266,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.083,22.372,,,,,0.29609638554216866,0.44748398514176,0.04469873055605221,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.092,22.513,,,,,0.2671304347826087,0.45030426235904003,0.04441878026029405,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.083,22.678,,,,,0.29609638554216866,0.45360458676224,0.04409559925919393,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.106,23.731,,,,,0.23184905660377358,0.11870165704448002,0.042138974337364625,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.106,24.168,,,,,0.23184905660377358,0.12088751622143999,0.04137702747434625,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.112,24.308,,,,,0.21942857142857142,0.12158779147264,0.041138719763040975,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,No Kernel,pytorch,1.07,24.491,,,,,0.02296822429906542,0.12250315126528,0.04083132579314851,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.096,24.892,,,,,0.256,0.12450893966335998,0.040173549734854576,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,No Kernel,pytorch,1.069,25.068,,,,,0.022989710009354538,0.12538928569344002,0.039891495133237594,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.112,25.086,,,,,0.21942857142857142,0.12547932108288,0.0398628717212788,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.109,25.956,,,,,0.2254678899082569,0.12983103157248,0.03852673755586377,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.109,26.233,,,,,0.2254678899082569,0.13121657617664,0.03811992528494644,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,Eager,No Kernel,pytorch,0.076,28.192,,,,,0.3233684210526316,0.56389542772736,0.03547105561861521,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,Eager,No Kernel,pytorch,0.084,28.234,,,,,0.2925714285714286,0.5647355103027201,0.03541829000495856,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,Eager,No Kernel,pytorch,0.085,28.254,,,,,0.28912941176470586,0.56513554962432,0.03539321865930488,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,Unquantized,Eager,No Kernel,pytorch,0.076,28.424,,,,,0.3233684210526316,0.56853588385792,0.03518153672952434,12.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.099,29.326,,,,,0.24824242424242424,0.14668765726207997,0.03409943394939644,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,No Kernel,pytorch,0.106,30.264,,,,,0.23184905660377358,0.15137950144512,0.03304255881575469,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.099,30.787,,,,,0.24824242424242424,0.15399552970496,0.032481242082697245,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,No Kernel,pytorch,0.105,31.047,,,,,0.23405714285714285,0.15529604088576002,0.03220923116565207,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,No Kernel,pytorch,1.062,31.449,,,,,0.023141242937853107,0.15730683124992,0.03179751343444943,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,AWQ.4bit,Eager,No Kernel,pytorch,1.062,32.029,,,,,0.023141242937853107,0.16020797157632002,0.031221705329545095,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.102,32.414,,,,,0.24094117647058824,0.16213372851712002,0.03085086690936015,3.0
1xA10,EleutherAI/gpt-j-6b,6.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.102,33.642,,,,,0.24094117647058824,0.16827614286336004,0.029724748825872418,3.0
1xA10,openai-community/gpt2,0.0,BnB.8bit,Eager,No Kernel,pytorch,0.029,35.603,,,,,0.0,0.0006844282743466666,0.028087520714546527,0.0
1xA10,openai-community/gpt2,0.0,BnB.8bit,Eager,No Kernel,pytorch,0.028,37.269,,,,,0.0,0.0007164552806399999,0.026831951487831712,0.0
1xA10,openai-community/gpt2,0.0,BnB.8bit,FAv2,No Kernel,pytorch,0.026,38.211,,,,,0.0,0.00073456418816,0.026170474470702153,0.0
1xA10,openai-community/gpt2,0.0,BnB.8bit,FAv2,No Kernel,pytorch,0.026,38.558,,,,,0.0,0.0007412348791466667,0.02593495513252762,0.0
1xA10,openai-community/gpt2,0.0,BnB.8bit,SDPA,No Kernel,pytorch,0.026,39.486,,,,,0.0,0.0007590746521599999,0.02532543179861217,0.0
1xA10,openai-community/gpt2,0.0,BnB.8bit,SDPA,No Kernel,pytorch,0.025,40.218,,,,,0.0,0.0007731465420800001,0.024864488537470784,0.0
1xA10,openai-community/gpt2,0.0,BnB.4bit,Eager,No Kernel,pytorch,0.022,55.783,,,,,0.0,0.0010723664418133333,0.017926608464944517,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.017,60.366,,,,,0.0,0.00116046954496,0.01656561640658649,0.0
1xA10,openai-community/gpt2,0.0,BnB.4bit,FAv2,No Kernel,pytorch,0.019,60.408,,,,,0.0,0.0011612769484800002,0.016554098794861607,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.017,60.92,,,,,0.0,0.0011711195818666668,0.016414970453053183,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.016,62.796,,,,,0.0,0.00120718360576,0.015924581183514874,0.0
1xA10,openai-community/gpt2,0.0,BnB.4bit,SDPA,No Kernel,pytorch,0.019,63.65,,,,,0.0,0.0012236008106666666,0.015710919088766692,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.015,64.464,,,,,0.0,0.0012392490598400001,0.01551253412757508,0.0
1xA10,openai-community/gpt2,0.0,BnB.4bit,Eager,No Kernel,pytorch,0.019,66.302,,,,,0.0,0.0012745825757866666,0.015082501282012608,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,0.015,67.925,,,,,0.0,0.0013057829546666666,0.01472211998527788,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,0.015,68.322,,,,,0.0,0.00131341484032,0.014636573870788325,0.0
1xA10,openai-community/gpt2,0.0,BnB.4bit,FAv2,No Kernel,pytorch,0.018,69.602,,,,,0.0,0.0013380214237866668,0.014367403235539207,0.0
1xA10,openai-community/gpt2,0.0,BnB.4bit,SDPA,No Kernel,pytorch,0.018,71.314,,,,,0.0,0.001370932729173333,0.014022492077291978,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,No Kernel,pytorch,0.01,108.613,,,,,0.0,0.002087964726613333,0.00920700100356311,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,Eager,No Kernel,pytorch,0.01,111.494,,,,,0.0,0.0021433487633066664,0.00896909250722012,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,Eager,No Kernel,pytorch,0.01,111.773,,,,,0.0,0.0021487122295466665,0.008946704481404276,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.011,113.861,,,,,0.0,0.0021888517188266665,0.008782638480252238,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,No Kernel,pytorch,0.01,113.872,,,,,0.0,0.0021890631816533336,0.008781790080089925,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.01,114.608,,,,,0.0,0.0022032119671466666,0.00872539438782633,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.01,114.749,,,,,0.0,0.0022059225361066664,0.008714672894752896,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,Eager,No Kernel,pytorch,0.009,116.456,,,,,0.0,0.002238737722026667,0.008586934121041423,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.011,117.738,,,,,0.0,0.0022633827532799996,0.008493434575073469,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,Eager,No Kernel,pytorch,0.01,119.481,,,,,0.0,0.0022968899993599996,0.008369531557318738,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,Eager,No Kernel,pytorch,0.009,120.417,,,,,0.0,0.00231488356352,0.008304475281729324,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,Eager,No Kernel,pytorch,0.009,123.94,,,,,0.0,0.0023826093397333334,0.008068420203324189,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,No Kernel,pytorch,0.009,124.892,,,,,0.0,0.0024009104861866665,0.008006917977132242,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.009,125.154,,,,,0.0,0.0024059471462400004,0.007990156127650734,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.009,128.137,,,,,0.0,0.0024632920200533333,0.007804147123781578,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,FAv2,No Kernel,pytorch,0.008,128.476,,,,,0.0,0.0024698089198933334,0.007783554905196301,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,Eager,No Kernel,pytorch,0.009,128.822,,,,,0.0,0.002476460386986667,0.00776264923693158,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.008,129.081,,,,,0.0,0.00248143937536,0.007747073542969144,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.008,131.49,,,,,0.0,0.0025277497344000006,0.007605141075366947,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.008,132.104,,,,,0.0,0.002539553204906667,0.007569793496033427,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,FAv2,No Kernel,pytorch,0.008,132.596,,,,,0.0,0.0025490113604266667,0.0075417056321457655,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.008,132.742,,,,,0.0,0.0025518180488533332,0.007533410676349611,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,FAv2,No Kernel,pytorch,0.008,135.76,,,,,0.0,0.002609835758933333,0.007365939893930466,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,FAv2,No Kernel,pytorch,0.008,135.856,,,,,0.0,0.0026116812526933335,0.007360734895771994,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.008,138.921,,,,,0.0,0.0026706024857599997,0.007198335744775808,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,0.008,139.432,,,,,0.0,0.002680425895253333,0.007171954787997017,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.009,139.654,,,,,0.0,0.0026846935995733334,0.007160553940452834,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.009,140.332,,,,,0.0,0.002697727399253333,0.00712595844141037,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.007,142.343,,,,,0.0,0.0027363866487466666,0.007025283997105583,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,SDPA,No Kernel,pytorch,0.008,142.434,,,,,0.0,0.00273813602304,0.007020795596557002,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.008,142.837,,,,,0.0,0.002745883252053333,0.007000987139186626,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.007,143.047,,,,,0.0,0.0027499202696533334,0.006990709347277468,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,SDPA,No Kernel,pytorch,0.007,143.624,,,,,0.0,0.0027610124561066665,0.006962624630980895,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.008,143.762,,,,,0.0,0.002763665353386667,0.006955941069267261,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.007,145.575,,,,,0.0,0.0027985182719999996,0.006869311351537009,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,SDPA,No Kernel,pytorch,0.008,146.167,,,,,0.0,0.002809898816853333,0.006841489529100276,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,0.008,147.026,,,,,0.0,0.002826412141226667,0.006801518098839661,0.0
1xA10,openai-community/gpt2,0.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,0.009,147.3,,,,,0.0,0.0028316794880000004,0.00678886625933469,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.007,148.755,,,,,0.0,0.0028596502527999997,0.006722463110483682,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,SDPA,No Kernel,pytorch,0.007,150.158,,,,,0.0,0.002886621375146666,0.00665965183340215,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.007,150.829,,,,,0.0,0.0028995206075733333,0.006630024729992243,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,0.007,151.809,,,,,0.0,0.0029183600230399996,0.00658722473634633,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,SDPA,No Kernel,pytorch,0.007,153.145,,,,,0.0,0.0029440431445333336,0.006529759378366907,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.007,155.342,,,,,0.0,0.002986278038186667,0.006437409071596863,0.0
1xA10,openai-community/gpt2,0.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.007,155.892,,,,,0.0,0.00299685117952,0.006414697354578811,0.0
1xA10,openai-community/gpt2,0.0,Unquantized,SDPA,No Kernel,pytorch,0.008,157.655,,,,,0.0,0.003030742903466667,0.00634296406710856,0.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.575,1.881,,,,,0.042740869565217394,0.00940869819648,0.531632110579479,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.571,1.881,,,,,0.04304028021015762,0.00940869819648,0.531632110579479,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,SDPA,AWQ.GEMM,pytorch,0.571,1.882,,,,,0.04304028021015762,0.009413700162559999,0.5313496280552604,3.0
1xA10,huggyllama/llama-7b,6.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.322,3.591,,,,,0.07632298136645962,0.01796206019328,0.278473962684489,3.0
1xA10,huggyllama/llama-7b,6.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.323,3.592,,,,,0.07608668730650155,0.01796706215936,0.27839643652561247,3.0
1xA10,huggyllama/llama-7b,6.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.32,3.595,,,,,0.0768,0.0179820680576,0.27816411682892905,3.0
1xA10,huggyllama/llama-7b,6.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.319,3.596,,,,,0.07704075235109718,0.01798707002368,0.27808676307007785,3.0
1xA10,huggyllama/llama-7b,6.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,pytorch,0.319,3.597,,,,,0.07704075235109718,0.017992071989759998,0.2780094523213789,3.0
1xA10,huggyllama/llama-7b,6.0,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,pytorch,0.319,3.597,,,,,0.07704075235109718,0.017992071989759998,0.2780094523213789,3.0
1xA10,huggyllama/llama-7b,6.0,BnB.8bit,Eager,No Kernel,pytorch,0.116,8.728,,,,,0.21186206896551724,0.08729715994624,0.11457378551787352,6.0
1xA10,huggyllama/llama-7b,6.0,BnB.8bit,FAv2,No Kernel,pytorch,0.112,8.83,,,,,0.21942857142857142,0.0883173604864,0.11325028312570781,6.0
1xA10,huggyllama/llama-7b,6.0,BnB.8bit,SDPA,No Kernel,pytorch,0.11,9.071,,,,,0.22341818181818182,0.09072783431168,0.11024142872891633,6.0
1xA10,huggyllama/llama-7b,6.0,BnB.4bit,Eager,No Kernel,pytorch,0.318,14.956,,,,,0.07728301886792453,0.07480940469248,0.06686279753944906,3.0
1xA10,huggyllama/llama-7b,6.0,BnB.4bit,FAv2,No Kernel,pytorch,0.315,15.191,,,,,0.07801904761904761,0.07598486672127999,0.06582845105654664,3.0
1xA10,huggyllama/llama-7b,6.0,BnB.4bit,SDPA,No Kernel,pytorch,0.315,15.483,,,,,0.07801904761904761,0.07744544081664001,0.06458696635019053,3.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.096,24.834,,,,,0.256,0.49672882563072,0.04026737537247322,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.096,24.992,,,,,0.256,0.49988913627136006,0.04001280409731114,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,Eager,No Kernel,pytorch,0.099,27.465,,,,,0.24824242424242424,0.5493539983872,0.036409976333515386,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,Eager,No Kernel,pytorch,0.097,27.601,,,,,0.25336082474226806,0.5520742657740799,0.03623057135611029,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.093,27.872,,,,,0.26425806451612904,0.5574947985817601,0.035878300803673935,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,FAv2,No Kernel,pytorch,0.094,27.88,,,,,0.2614468085106383,0.5576548143104001,0.035868005738880916,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,SDPA,No Kernel,pytorch,0.094,27.947,,,,,0.2614468085106383,0.55899494603776,0.03578201595877912,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,SDPA,No Kernel,pytorch,0.094,27.967,,,,,0.2614468085106383,0.5593949853593599,0.0357564272177924,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,Eager,No Kernel,pytorch,0.098,28.306,,,,,0.2507755102040816,0.56617565186048,0.03532819896841659,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,Eager,No Kernel,pytorch,0.096,28.445,,,,,0.256,0.5689559251456,0.03515556336790297,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,SDPA,No Kernel,pytorch,0.093,28.755,,,,,0.26425806451612904,0.5751565346304001,0.03477656059815684,12.0
1xA10,huggyllama/llama-7b,6.0,Unquantized,SDPA,No Kernel,pytorch,0.093,28.757,,,,,0.26425806451612904,0.57519653856256,0.03477414194804743,12.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,FAv2,AWQ.GEMV,pytorch,0.103,35.605,,,,,0.23860194174757282,0.17809500227839997,0.028085942985535742,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,Eager,AWQ.GEMV,pytorch,0.104,35.954,,,,,0.2363076923076923,0.17984068844032,0.02781331701618735,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,Eager,No Kernel,pytorch,1.228,36.584,,,,,0.020013029315960912,0.18299192707072004,0.02733435381587579,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,Eager,No Kernel,pytorch,0.111,37.08,,,,,0.2214054054054054,0.18547290224639998,0.02696871628910464,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,FAv2,No Kernel,pytorch,1.229,37.572,,,,,0.01999674532139951,0.18793386955776,0.02661556478228468,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,FAv2,No Kernel,pytorch,0.11,38.598,,,,,0.22341818181818182,0.19306588675583997,0.02590807813876367,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,SDPA,AWQ.GEMV,pytorch,0.1,41.285,,,,,0.24576,0.2065061696128,0.024221872350732712,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,SDPA,No Kernel,pytorch,0.108,43.36,,,,,0.22755555555555557,0.21688524922879998,0.023062730627306273,3.0
1xA10,huggyllama/llama-7b,6.0,AWQ.4bit,SDPA,No Kernel,pytorch,1.226,43.837,,,,,0.020045676998368678,0.21927118704896004,0.022811780003193647,3.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.25,4.379,,,,,0.032768,0.007305029583359999,0.22836263987211694,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.243,4.509,,,,,0.0337119341563786,0.0075218950425600005,0.22177866489243733,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,GPTQ.4bit,Eager,GPTQ.ExllamaV2,pytorch,0.143,8.278,,,,,0.05728671328671329,0.01380932516352,0.12080212611741965,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,GPTQ.4bit,Eager,GPTQ.ExllamaV1,pytorch,0.143,8.28,,,,,0.05728671328671329,0.0138126615552,0.12077294685990339,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,pytorch,0.134,8.795,,,,,0.06113432835820895,0.014671782412799999,0.1137009664582149,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,pytorch,0.134,8.795,,,,,0.06113432835820895,0.014671782412799999,0.1137009664582149,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.8bit,Eager,No Kernel,pytorch,0.097,10.501,,,,,0.08445360824742268,0.035019391182506666,0.09522902580706599,2.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.8bit,Eager,No Kernel,pytorch,0.095,10.693,,,,,0.08623157894736842,0.03565968478378667,0.09351912466099317,2.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.8bit,FAv2,No Kernel,pytorch,0.089,11.227,,,,,0.09204494382022473,0.03744050136234667,0.08907098957869422,2.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.8bit,FAv2,No Kernel,pytorch,0.089,11.252,,,,,0.09204494382022473,0.03752387292501334,0.08887308922858159,2.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.4bit,Eager,No Kernel,pytorch,0.139,17.72,,,,,0.05893525179856114,0.029560430284799995,0.05643340857787811,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.4bit,FAv2,No Kernel,pytorch,0.127,19.178,,,,,0.06450393700787402,0.03199265981952,0.05214308061320263,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.4bit,Eager,No Kernel,pytorch,0.135,22.102,,,,,0.060681481481481475,0.03687046445568,0.0452447742285766,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,BnB.4bit,FAv2,No Kernel,pytorch,0.126,24.983,,,,,0.06501587301587301,0.04167653667072001,0.040027218508585836,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,AWQ.4bit,Eager,AWQ.GEMM,pytorch,0.06,31.577,,,,,0.13653333333333334,0.05267662003968001,0.031668619564873164,1.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,Unquantized,Eager,No Kernel,pytorch,0.096,34.165,,,,,0.08533333333333333,0.2278189108736,0.029269720474169474,4.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,Unquantized,Eager,No Kernel,pytorch,0.095,34.469,,,,,0.08623157894736842,0.22984604240896,0.029011575618671848,4.0
1xA10,EleutherAI/gpt-neo-2.7B,2.0,AWQ.4bit,FAv2,AWQ.GEMM,pytorch,0.053,38.564,,,,,0.15456603773584907,0.06433230437376,0.02593092002904263,1.0
